CAST_ID,SOURCE,CARBON,VANADIUM,TITANIUM,NIOBIUM,MANGANESE,PHOSPHORUS,SULPHUR,SILICON
V75229,CC2,0.083,0.005,0.0,0.009,1.033,0.016,0.007,0.02
V76221,CC2,0.052,0.001,0.0,0.0,0.351,0.016,0.005,0.008
V76222,CC3,0.048,0.001,0.0,0.0,0.192,0.022,0.004,0.009
V76223,CC3,0.074,0.001,0.0,0.0,0.22,0.012,0.006,0.005
V76235,CC2,0.04,0.001,0.001,0.001,0.353,0.013,0.007,0.007
V76253,CC3,0.052,0.001,0.0,0.0,0.183,0.011,0.005,0.008
V76576,CC3,0.049,0.001,0.0,0.0,0.206,0.018,0.003,0.008
V76582,CC3,0.051,0.001,0.0,0.0,0.212,0.014,0.005,0.008
V76716,CC1,0.0024,0.001,0.055,0.001,0.087,0.012,0.006,0.008
V76721,CC1,0.0021,0.001,0.061,0.001,0.095,0.011,0.006,0.005
V76718,CC2,0.088,0.001,0.001,0.007,0.983,0.014,0.006,0.013
V76726,CC1,0.0017,0.001,0.055,0.001,0.087,0.011,0.006,0.005
V76728,CC1,0.0019,0.001,0.055,0.001,0.077,0.013,0.007,0.004
V76775,CC1,0.0018,0.001,0.058,0.001,0.079,0.008,0.007,0.004
V76877,CC1,0.0018,0.001,0.057,0.001,0.084,0.011,0.005,0.006
V76880,CC1,0.0018,0.001,0.057,0.001,0.071,0.014,0.006,0.006
V76884,CC1,0.0017,0.001,0.056,0.001,0.081,0.012,0.006,0.006
V79295,CC2,0.0766,0.001,0.001,0.007,1.021,0.018,0.006,0.012
V79416,CC3,0.04,0.001,0.001,0.001,0.155,0.012,0.01,0.005
V79501,CC2,0.094,0.001,0.015,0.032,1.288,0.017,0.007,0.014
V79512,CC1,0.002,0.001,0.041,0.014,0.135,0.03,0.006,0.006
V79514,CC3,0.047,0.001,0.001,0.001,0.252,0.013,0.006,0.008
V79525,CC3,0.039,0.002,0.0,0.0,0.197,0.025,0.008,0.007
V79526,CC3,0.046,0.001,0.0,0.0,0.239,0.022,0.006,0.008
V77718,CC1,0.002,0.001,0.06,0.001,0.078,0.014,0.008,0.005
V77753,CC1,0.03,0.001,0.0,0.0,0.203,0.012,0.006,0.008
V77803,CC1,0.0019,0.001,0.057,0.001,0.085,0.013,0.007,0.004
V77807,CC2,0.078,0.001,0.001,0.007,1.063,0.017,0.003,0.013
V77810,CC3,0.046,0.001,0.001,0.001,0.199,0.013,0.01,0.009
V77649,CC2,0.15,0.001,0.001,0.023,1.38,0.02,0.004,0.253
V77651,CC1,0.0019,0.001,0.058,0.001,0.077,0.01,0.006,0.005
V77850,CC3,0.052,0.001,0.001,0.001,0.2,0.009,0.003,0.007
V77864,CC3,0.043,0.002,0.0,0.0,0.21,0.015,0.006,0.007
V77866,CC1,0.0018,0.001,0.032,0.012,0.072,0.012,0.006,0.005
V77875,CC1,0.0018,0.001,0.032,0.012,0.063,0.01,0.006,0.005
V77963,CC2,0.18,0.001,0.001,0.001,0.958,0.032,0.011,0.01
V77960,CC1,0.0016,0.001,0.057,0.001,0.091,0.02,0.004,0.005
V77965,CC3,0.048,0.001,0.001,0.001,0.491,0.029,0.011,0.086
V77966,CC1,0.0017,0.001,0.06,0.001,0.081,0.007,0.006,0.006
V78044,CC1,0.0016,0.001,0.054,0.001,0.074,0.01,0.007,0.005
V76839,CC2,0.055,0.001,0.001,0.001,0.208,0.025,0.004,0.011
V76887,CC3,0.05,0.001,0.001,0.001,0.2,0.015,0.006,0.008
V77152,CC3,0.062,0.001,0.001,0.001,0.413,0.019,0.006,0.018
V77153,CC1,0.0018,0.001,0.054,0.001,0.645,0.042,0.007,0.009
V77157,CC2,0.1,0.001,0.0,0.0,1.042,0.021,0.007,0.099
V77158,CC1,0.0016,0.001,0.06,0.001,0.079,0.02,0.006,0.007
V77161,CC3,0.058,0.001,0.001,0.001,0.415,0.015,0.004,0.01
V77277,CC1,0.0016,0.001,0.058,0.001,0.084,0.015,0.006,0.005
V77279,CC1,0.0017,0.001,0.057,0.001,0.079,0.012,0.005,0.004
V77281,CC3,0.046,0.003,0.0,0.0,0.198,0.016,0.004,0.008
V77282,CC1,0.0019,0.001,0.055,0.001,0.073,0.01,0.006,0.007
V77283,CC3,0.047,0.001,0.001,0.001,0.209,0.012,0.004,0.009
V77286,CC3,0.055,0.001,0.001,0.001,0.202,0.017,0.007,0.007
V77287,CC1,0.0015,0.001,0.056,0.001,0.078,0.012,0.006,0.005
V76095,CC3,0.04,0.001,0.0,0.0,0.2,0.011,0.008,0.007
V76102,CC3,0.036,0.001,0.0,0.0,0.177,0.021,0.006,0.008
V76101,CC2,0.13,0.003,0.001,0.015,0.899,0.02,0.004,0.146
V76103,CC3,0.036,0.001,0.0,0.0,0.178,0.011,0.006,0.007
V76110,CC3,0.024,0.001,0.0,0.0,0.25,0.012,0.007,0.008
V76112,CC2,0.05,0.001,0.021,0.007,0.737,0.019,0.005,0.075
V76116,CC2,0.043,0.001,0.02,0.01,0.755,0.014,0.002,0.108
V77463,CC2,0.11,0.073,0.014,0.0,1.408,0.024,0.005,0.272
V77470,CC3,0.045,0.003,0.0,0.0,0.161,0.016,0.005,0.005
V77486,CC3,0.046,0.002,0.0,0.0,0.21,0.019,0.005,0.007
V76154,CC2,0.047,0.004,0.022,0.01,0.74,0.017,0.005,0.09
V76158,CC3,0.027,0.001,0.0,0.0,0.173,0.031,0.007,0.01
V76256,CC2,0.055,0.001,0.016,0.041,0.54,0.012,0.006,0.008
V76584,CC2,0.057,0.001,0.0,0.0,0.323,0.013,0.006,0.007
V76579,CC1,0.0019,0.001,0.042,0.014,0.144,0.028,0.006,0.006
V76587,CC2,0.0578,0.001,0.001,0.001,0.331,0.011,0.005,0.009
V76615,CC1,0.049,0.001,0.0,0.0,0.22,0.023,0.005,0.007
V76678,CC1,0.0016,0.001,0.031,0.013,0.074,0.011,0.008,0.003
V76676,CC2,0.063,0.001,0.0,0.0,0.385,0.02,0.006,0.011
V77145,CC3,0.05,0.001,0.0,0.0,0.193,0.019,0.012,0.007
V77146,CC1,0.0018,0.001,0.055,0.001,0.64,0.038,0.007,0.007
V77151,CC2,0.1,0.001,0.001,0.001,1.03,0.016,0.006,0.083
V77154,CC3,0.05,0.001,0.001,0.001,0.371,0.02,0.008,0.009
V77155,CC1,0.002,0.001,0.054,0.001,0.652,0.04,0.005,0.008
V77154,CC3,0.053,0.001,0.001,0.001,0.371,0.02,0.008,0.008
V77180,CC2,0.1,0.004,0.0,0.0,1.026,0.024,0.002,0.063
V78364,CC2,0.0521,0.001,0.026,0.001,0.811,0.025,0.004,0.117
V79158,CC2,0.039,0.001,0.0,0.0,0.192,0.017,0.01,0.009
V79284,CC1,0.0015,0.001,0.057,0.001,0.083,0.014,0.007,0.005
V79307,CC3,0.045,0.002,0.0,0.006,0.192,0.01,0.012,0.008
V79323,CC3,0.036,0.003,0.0,0.001,0.15,0.011,0.004,0.011
V79327,CC1,0.0017,0.001,0.06,0.001,0.094,0.013,0.007,0.007
V79333,CC2,0.0923,0.001,0.001,0.012,1.047,0.018,0.008,0.01
V79336,CC3,0.056,0.001,0.001,0.004,0.381,0.017,0.007,0.013
V79530,CC1,0.0027,0.001,0.024,0.024,0.708,0.056,0.008,0.007
V78363,CC1,0.0015,0.001,0.054,0.001,0.64,0.039,0.004,0.009
V78368,CC3,0.0344,0.001,0.001,0.001,0.15,0.012,0.005,0.006
V78366,CC2,0.0587,0.001,0.021,0.001,0.83,0.02,0.004,0.077
V78378,CC3,0.055,0.001,0.001,0.001,0.195,0.011,0.005,0.007
V78379,CC2,0.0648,0.001,0.016,0.001,0.81,0.017,0.004,0.087
V78390,CC3,0.0459,0.001,0.001,0.001,0.193,0.017,0.005,0.009
V78398,CC2,0.054,0.001,0.001,0.019,0.868,0.017,0.005,0.01
V78397,CC1,0.0016,0.001,0.059,0.001,0.08,0.014,0.008,0.004
V78400,CC3,0.032,0.001,0.001,0.001,0.166,0.015,0.009,0.003
V78425,CC3,0.05,0.001,0.001,0.001,0.203,0.015,0.005,0.009
V78428,CC3,0.044,0.001,0.0,0.0,0.205,0.013,0.002,0.007
V78138,CC2,0.06,0.001,0.0,0.018,0.878,0.024,0.007,0.012
V78268,CC1,0.0017,0.001,0.055,0.001,0.076,0.011,0.007,0.006
V78303,CC1,0.0015,0.001,0.056,0.001,0.081,0.012,0.006,0.005
V78326,CC2,0.067,0.001,0.013,0.033,1.324,0.012,0.004,0.015
V78602,CC2,0.07,0.001,0.001,0.001,0.425,0.017,0.005,0.052
V78628,CC3,0.038,0.001,0.0,0.0,0.181,0.014,0.007,0.012
V78637,CC2,0.11,0.001,0.0,0.0,0.421,0.014,0.006,0.008
V78639,CC2,0.1,0.002,0.0,0.0,0.438,0.012,0.002,0.01
V78638,CC3,0.045,0.001,0.0,0.0,0.194,0.025,0.007,0.007
V77105,CC3,0.045,0.001,0.0,0.0,0.225,0.019,0.006,0.008
V77173,CC3,0.06,0.003,0.0,0.0,0.431,0.01,0.009,0.007
V77172,CC1,0.0018,0.001,0.06,0.001,0.082,0.016,0.005,0.007
V77175,CC3,0.053,0.001,0.001,0.0,0.434,0.016,0.004,0.037
V77184,CC3,0.047,0.003,0.0,0.0,0.366,0.014,0.011,0.007
V77192,CC2,0.3,0.004,0.0,0.0,1.181,0.019,0.005,0.255
V77194,CC3,0.054,0.002,0.0,0.0,0.427,0.019,0.004,0.009
V77193,CC1,0.0018,0.001,0.056,0.001,0.08,0.015,0.006,0.008
V77196,CC2,0.3,0.004,0.0,0.0,1.16,0.017,0.005,0.178
V77208,CC3,0.05,0.002,0.0,0.0,0.441,0.02,0.011,0.009
V78651,CC2,0.1,0.001,0.001,0.001,0.43,0.015,0.005,0.009
V78666,CC1,0.025,0.001,0.0,0.0,0.168,0.014,0.007,0.007
V77494,CC2,0.099,0.001,0.0,0.0,0.993,0.03,0.003,0.075
V77556,CC3,0.042,0.001,0.001,0.001,0.162,0.017,0.007,0.007
V77553,CC2,0.04,0.001,0.001,0.001,0.209,0.016,0.005,0.009
V77596,CC2,0.061,0.001,0.001,0.001,0.442,0.023,0.006,0.016
V77719,CC2,0.073,0.001,0.015,0.026,1.29,0.013,0.006,0.009
V77720,CC3,0.04,0.001,0.001,0.001,0.193,0.019,0.01,0.006
V77848,CC3,0.044,0.003,0.0,0.0,0.221,0.021,0.015,0.011
V77844,CC1,0.0016,0.001,0.032,0.012,0.078,0.016,0.005,0.004
V77901,CC3,0.041,0.001,0.0,0.0,0.213,0.014,0.008,0.009
V77902,CC1,0.0017,0.001,0.057,0.001,0.08,0.014,0.007,0.006
V77910,CC3,0.048,0.001,0.0,0.0,0.179,0.017,0.006,0.007
V77917,CC2,0.055,0.003,0.021,0.008,0.731,0.011,0.003,0.104
V76422,CC3,0.06,0.002,0.0,0.0,0.419,0.023,0.004,0.017
V76424,CC2,0.052,0.002,0.0,0.0,0.575,0.015,0.006,0.008
V76434,CC2,0.04,0.001,0.001,0.001,0.19,0.01,0.006,0.009
V76449,CC3,0.055,0.001,0.001,0.001,0.423,0.016,0.01,0.01
V76460,CC3,0.048,0.001,0.001,0.001,0.218,0.015,0.007,0.006
V76459,CC2,0.046,0.001,0.001,0.001,0.208,0.011,0.008,0.007
V76470,CC3,0.042,0.001,0.001,0.001,0.193,0.019,0.005,0.006
V76476,CC3,0.042,0.001,0.0,0.0,0.213,0.014,0.008,0.006
V77922,CC3,0.053,0.001,0.0,0.0,0.239,0.015,0.004,0.009
V77921,CC1,0.0017,0.001,0.057,0.001,0.078,0.016,0.006,0.005
V77181,CC1,0.0023,0.001,0.058,0.001,0.079,0.013,0.006,0.006
V77216,CC3,0.059,0.002,0.0,0.0,0.486,0.018,0.006,0.017
V77217,CC2,0.044,0.002,0.018,0.0,0.35,0.018,0.009,0.008
V77218,CC1,0.0017,0.001,0.059,0.001,0.083,0.018,0.007,0.004
V77219,CC2,0.06,0.003,0.019,0.0,0.382,0.017,0.004,0.011
V77237,CC2,0.052,0.001,0.024,0.01,0.752,0.013,0.005,0.078
V77240,CC3,0.066,0.001,0.0,0.0,0.36,0.013,0.006,0.009
V77500,CC1,0.063,0.001,0.0,0.0,0.191,0.008,0.001,0.009
V77498,CC2,0.058,0.001,0.001,0.0,0.234,0.016,0.003,0.021
V79057,CC3,0.058,0.002,0.0,0.0,0.352,0.015,0.006,0.012
V79060,CC1,0.0018,0.001,0.056,0.001,0.079,0.021,0.007,0.003
V79067,CC2,0.059,0.002,0.0,0.0,0.412,0.02,0.005,0.014
V79088,CC3,0.054,0.004,0.017,0.0,0.831,0.016,0.006,0.085
V79094,CC1,0.002,0.001,0.058,0.001,0.079,0.014,0.007,0.007
V79103,CC3,0.046,0.004,0.021,0.009,0.738,0.02,0.009,0.1
V79104,CC2,0.14,0.004,0.016,0.02,1.05,0.02,0.01,0.014
V79108,CC3,0.052,0.004,0.021,0.009,0.754,0.017,0.007,0.077
V79107,CC1,0.0015,0.001,0.034,0.014,0.079,0.02,0.008,0.005
V79107,CC1,0.0019,0.001,0.033,0.014,0.075,0.02,0.008,0.003
V79133,CC1,0.0016,0.001,0.032,0.012,0.069,0.009,0.007,0.003
V79457,CC2,0.16,0.003,0.0,0.0,0.831,0.019,0.008,0.009
V79459,CC3,0.044,0.001,0.0,0.0,0.198,0.023,0.007,0.007
V79461,CC1,0.0018,0.001,0.051,0.001,0.078,0.011,0.008,0.007
V79534,CC3,0.049,0.001,0.0,0.0,0.198,0.011,0.008,0.011
V79532,CC1,0.0023,0.001,0.025,0.023,0.718,0.055,0.007,0.007
V79542,CC1,0.0019,0.001,0.042,0.001,0.42,0.044,0.006,0.006
V79653,CC3,0.048,0.002,0.0,0.0,0.202,0.02,0.003,0.009
V79664,CC1,0.037,0.003,0.002,0.009,0.207,0.014,0.006,0.012
V79686,CC1,0.0016,0.001,0.042,0.012,0.131,0.03,0.007,0.004
V79685,CC2,0.29,0.001,0.001,0.0,1.207,0.017,0.008,0.277
V79690,CC3,0.062,0.001,0.0,0.0,0.447,0.01,0.006,0.013
V79717,CC1,0.002,0.001,0.058,0.001,0.077,0.014,0.006,0.004
V78615,CC3,0.035,0.001,0.001,0.001,0.174,0.014,0.01,0.007
V78786,CC2,0.065,0.002,0.0,0.0,0.422,0.012,0.007,0.007
V78789,CC3,0.045,0.001,0.0,0.0,0.226,0.015,0.004,0.013
V78799,CC3,0.043,0.001,0.0,0.0,0.19,0.016,0.012,0.006
V78801,CC2,0.057,0.002,0.0,0.0,0.427,0.018,0.008,0.007
V78804,CC1,0.0016,0.001,0.06,0.001,0.092,0.014,0.006,0.005
V78808,CC3,0.047,0.001,0.0,0.0,0.207,0.017,0.004,0.008
V78905,CC1,0.041,0.002,0.0,0.0,0.222,0.019,0.004,0.007
V78999,CC3,0.065,0.002,0.0,0.0,0.471,0.022,0.004,0.011
V79001,CC3,0.071,0.002,0.0,0.0,0.432,0.016,0.006,0.011
V79006,CC1,0.051,0.001,0.0,0.0,0.204,0.036,0.009,0.008
V80122,CC2,0.14,0.001,0.001,0.001,0.85,0.038,0.01,0.01
V80123,CC3,0.048,0.001,0.0,0.0,0.218,0.019,0.007,0.008
V78656,CC3,0.048,0.001,0.0,0.0,0.188,0.019,0.005,0.007
V78671,CC3,0.043,0.001,0.0,0.0,0.196,0.015,0.005,0.007
V78681,CC1,0.0553,0.001,0.001,0.001,0.197,0.014,0.006,0.009
V78682,CC3,0.0561,0.001,0.001,0.001,0.2,0.013,0.006,0.005
V78891,CC3,0.033,0.001,0.0,0.0,0.188,0.011,0.004,0.005
V78890,CC2,0.1,0.001,0.001,0.001,1.098,0.021,0.005,0.087
V78893,CC2,0.1,0.004,0.001,0.001,1.08,0.023,0.008,0.092
V78909,CC3,0.048,0.001,0.001,0.001,0.191,0.016,0.006,0.005
V80073,CC1,0.0025,0.001,0.042,0.013,0.122,0.027,0.007,0.004
V80076,CC2,0.068,0.001,0.0,0.0,0.175,0.017,0.009,0.005
V77231,CC1,0.002,0.001,0.053,0.001,0.075,0.01,0.006,0.006
V77242,CC1,0.04,0.001,0.003,0.012,0.6,0.018,0.005,0.079
V77245,CC3,0.06,0.002,0.0,0.0,0.327,0.018,0.006,0.009
V77291,CC3,0.041,0.001,0.001,0.001,0.2,0.016,0.006,0.006
V77306,CC3,0.05,0.001,0.001,0.0,0.201,0.018,0.006,0.008
V77308,CC3,0.043,0.001,0.0,0.0,0.165,0.015,0.005,0.008
V77309,CC1,0.0017,0.001,0.058,0.001,0.08,0.015,0.008,0.003
V77311,CC2,0.085,0.003,0.0,0.028,0.754,0.016,0.006,0.007
V77311,CC2,0.089,0.003,0.0,0.027,0.748,0.016,0.006,0.007
V77314,CC3,0.038,0.001,0.0,0.0,0.183,0.014,0.004,0.007
V77316,CC1,0.002,0.001,0.052,0.001,0.626,0.044,0.006,0.007
V77315,CC2,0.052,0.001,0.0,0.032,0.837,0.01,0.005,0.007
V77317,CC1,0.0023,0.001,0.055,0.001,0.653,0.045,0.005,0.008
V77923,CC2,0.045,0.004,0.023,0.009,0.772,0.016,0.003,0.073
V77924,CC3,0.052,0.001,0.0,0.0,0.262,0.016,0.011,0.005
V77933,CC1,0.0014,0.001,0.057,0.001,0.071,0.015,0.006,0.005
V77935,CC2,0.15,0.001,0.001,0.0,0.789,0.019,0.004,0.059
V78335,CC2,0.048,0.004,0.019,0.011,0.765,0.02,0.003,0.068
V78359,CC2,0.048,0.004,0.016,0.0,0.809,0.014,0.005,0.078
V78423,CC2,0.12,0.074,0.015,0.0,1.421,0.025,0.001,0.301
V78437,CC2,0.073,0.004,0.024,0.026,0.814,0.018,0.004,0.014
V78441,CC2,0.079,0.001,0.022,0.028,0.812,0.013,0.006,0.012
V78443,CC1,0.002,0.001,0.056,0.001,0.091,0.015,0.005,0.004
V78445,CC2,0.08,0.001,0.027,0.026,0.82,0.02,0.004,0.012
V78451,CC1,0.0018,0.001,0.057,0.001,0.071,0.017,0.004,0.004
V76521,CC3,0.044,0.001,0.0,0.0,0.184,0.017,0.005,0.008
V76523,CC2,0.032,0.001,0.0,0.0,0.183,0.025,0.006,0.007
V76519,CC1,0.055,0.001,0.0,0.0,0.203,0.015,0.005,0.006
V76532,CC1,0.04,0.001,0.001,0.001,0.219,0.016,0.004,0.008
V76530,CC2,0.04,0.001,0.001,0.001,0.173,0.018,0.004,0.007
V76531,CC3,0.038,0.001,0.001,0.001,0.192,0.015,0.004,0.01
V76536,CC3,0.039,0.001,0.0,0.0,0.24,0.02,0.005,0.007
V76538,CC1,0.055,0.001,0.001,0.001,0.21,0.023,0.007,0.01
V76544,CC1,0.052,0.001,0.001,0.001,0.187,0.016,0.009,0.007
V76553,CC2,0.057,0.001,0.0,0.0,0.323,0.011,0.009,0.008
V76550,CC3,0.049,0.001,0.0,0.0,0.213,0.017,0.009,0.008
V76555,CC1,0.052,0.001,0.0,0.0,0.225,0.013,0.009,0.011
V76567,CC2,0.0587,0.001,0.001,0.001,0.33,0.016,0.006,0.009
V76548,CC1,0.035,0.001,0.001,0.001,0.195,0.023,0.008,0.009
V77189,CC2,0.29,0.004,0.0,0.0,1.165,0.016,0.006,0.226
V77191,CC3,0.057,0.002,0.0,0.0,0.4,0.016,0.004,0.011
V77211,CC1,0.0014,0.001,0.06,0.001,0.083,0.014,0.007,0.006
V77212,CC3,0.056,0.002,0.0,0.0,0.433,0.02,0.008,0.013
V77507,CC1,0.046,0.001,0.0,0.0,0.202,0.024,0.01,0.007
V77505,CC2,0.045,0.001,0.0,0.0,0.23,0.01,0.005,0.007
V77505,CC2,0.044,0.001,0.0,0.0,0.235,0.01,0.005,0.006
V77548,CC3,0.052,0.004,0.001,0.0,0.166,0.019,0.004,0.007
V77555,CC1,0.0018,0.001,0.06,0.001,0.072,0.016,0.005,0.006
V77559,CC3,0.035,0.001,0.001,0.001,0.18,0.012,0.005,0.009
V77557,CC2,0.032,0.001,0.001,0.001,0.2,0.031,0.005,0.013
V77544,CC1,0.0015,0.001,0.057,0.001,0.083,0.015,0.006,0.007
V77650,CC3,0.035,0.001,0.001,0.001,0.208,0.026,0.006,0.01
V77657,CC1,0.0017,0.001,0.06,0.001,0.082,0.012,0.007,0.005
V77655,CC3,0.042,0.001,0.001,0.001,0.221,0.014,0.006,0.014
V77710,CC1,0.0015,0.001,0.056,0.001,0.084,0.014,0.007,0.005
V79136,CC2,0.036,0.001,0.001,0.0,0.2,0.011,0.006,0.008
V79138,CC3,0.16,0.001,0.001,0.0,0.76,0.025,0.006,0.104
V79139,CC2,0.034,0.001,0.0,0.0,0.182,0.016,0.01,0.007
V79140,CC3,0.13,0.001,0.001,0.0,0.791,0.016,0.004,0.065
V79150,CC3,0.083,0.005,0.001,0.025,1.402,0.021,0.006,0.018
V79152,CC1,0.051,0.001,0.001,0.0,0.159,0.013,0.008,0.009
V79157,CC1,0.05,0.001,0.0,0.001,0.227,0.025,0.012,0.009
V79538,CC3,0.053,0.001,0.0,0.0,0.209,0.012,0.005,0.01
V79543,CC2,0.81,0.003,0.001,0.001,0.627,0.022,0.005,0.22
V79548,CC3,0.056,0.001,0.0,0.0,0.205,0.025,0.01,0.012
V79645,CC3,0.042,0.001,0.001,0.001,0.22,0.017,0.008,0.009
V79651,CC3,0.04,0.001,0.0,0.0,0.228,0.017,0.004,0.006
V79660,CC2,0.085,0.005,0.0,0.002,1.456,0.017,0.005,0.011
V79662,CC3,0.046,0.002,0.0,0.0,0.234,0.019,0.004,0.009
V79668,CC3,0.048,0.002,0.0,0.0,0.297,0.016,0.007,0.01
V79663,CC2,0.14,0.005,0.001,0.024,1.388,0.015,0.004,0.208
V79679,CC2,0.1,0.001,0.001,0.001,1.05,0.015,0.004,0.1
V79684,CC3,0.055,0.001,0.001,0.001,0.435,0.015,0.006,0.011
V79733,CC2,0.1,0.001,0.001,0.001,1.03,0.014,0.006,0.083
V77895,CC3,0.046,0.001,0.0,0.0,0.193,0.014,0.005,0.006
V77911,CC2,0.052,0.001,0.018,0.0,0.38,0.022,0.006,0.013
V77907,CC1,0.0017,0.001,0.06,0.001,0.072,0.013,0.006,0.006
V80101,CC3,0.045,0.001,0.001,0.001,0.201,0.022,0.007,0.008
V80203,CC2,0.079,0.005,0.024,0.033,0.83,0.017,0.003,0.029
V80211,CC3,0.045,0.001,0.0,0.0,0.239,0.012,0.007,0.01
V80378,CC3,0.046,0.001,0.001,0.001,0.22,0.019,0.006,0.006
V80416,CC2,0.076,0.001,0.001,0.006,1.054,0.015,0.004,0.014
V79597,CC3,0.0509,0.001,0.001,0.001,0.22,0.014,0.007,0.009
V79602,CC2,0.09,0.002,0.0,0.0,0.445,0.02,0.007,0.01
V79623,CC1,0.0014,0.001,0.057,0.001,0.079,0.014,0.007,0.005
V79625,CC3,0.051,0.001,0.001,0.001,0.203,0.018,0.008,0.007
V79629,CC1,0.0016,0.001,0.06,0.001,0.073,0.013,0.008,0.005
V79628,CC2,0.11,0.001,0.001,0.001,0.422,0.02,0.006,0.011
V79634,CC3,0.063,0.001,0.001,0.001,0.222,0.01,0.006,0.007
V79636,CC2,0.053,0.001,0.001,0.001,0.424,0.022,0.004,0.011
V79641,CC1,0.0017,0.001,0.063,0.001,0.08,0.01,0.007,0.005
V79674,CC2,0.15,0.001,0.001,0.021,1.34,0.019,0.004,0.279
V77322,CC1,0.002,0.001,0.05,0.001,0.717,0.042,0.007,0.009
V77323,CC3,0.05,0.001,0.0,0.0,0.181,0.018,0.007,0.012
V77340,CC2,0.0737,0.001,0.001,0.033,0.812,0.014,0.005,0.018
V77342,CC1,0.0017,0.001,0.04,0.001,0.37,0.034,0.006,0.005
V77339,CC3,0.032,0.001,0.001,0.001,0.182,0.015,0.005,0.006
V77343,CC3,0.03,0.001,0.001,0.001,0.165,0.013,0.005,0.007
V77379,CC3,0.04,0.001,0.001,0.001,0.183,0.014,0.007,0.005
V77378,CC1,0.0018,0.001,0.001,0.001,0.369,0.049,0.006,0.006
V77384,CC1,0.002,0.001,0.057,0.001,0.1,0.017,0.006,0.006
V77386,CC2,0.058,0.002,0.0,0.0,0.446,0.016,0.005,0.012
V77390,CC2,0.058,0.002,0.0,0.0,0.447,0.013,0.006,0.006
V78452,CC3,0.049,0.001,0.001,0.001,0.42,0.014,0.005,0.067
V78450,CC2,0.14,0.001,0.001,0.001,0.72,0.017,0.009,0.011
V78455,CC3,0.045,0.001,0.0,0.0,0.436,0.011,0.004,0.056
V78466,CC1,0.0017,0.001,0.033,0.011,0.076,0.015,0.006,0.004
V78472,CC2,0.061,0.001,0.021,0.009,0.722,0.014,0.003,0.071
V78485,CC3,0.033,0.001,0.001,0.001,0.417,0.023,0.005,0.009
V78548,CC3,0.046,0.001,0.001,0.001,0.199,0.019,0.009,0.008
V78635,CC3,0.037,0.001,0.0,0.0,0.211,0.025,0.007,0.008
V78640,CC1,0.06,0.001,0.0,0.0,0.195,0.021,0.006,0.007
V78729,CC2,0.2,0.001,0.001,0.001,0.751,0.015,0.006,0.029
V78743,CC2,0.1,0.004,0.0,0.001,1.053,0.025,0.004,0.061
V78760,CC3,0.056,0.001,0.0,0.0,0.322,0.019,0.009,0.014
V78763,CC1,0.0016,0.001,0.056,0.001,0.096,0.02,0.006,0.003
V78784,CC3,0.048,0.001,0.0,0.0,0.221,0.013,0.006,0.013
V78790,CC1,0.0022,0.001,0.055,0.001,0.083,0.016,0.008,0.008
V78793,CC1,0.0018,0.001,0.059,0.001,0.092,0.013,0.007,0.007
V76680,CC1,0.002,0.001,0.035,0.013,0.07,0.013,0.005,0.005
V76697,CC2,0.057,0.002,0.0,0.0,0.324,0.014,0.003,0.014
V76700,CC2,0.057,0.001,0.0,0.0,0.41,0.014,0.005,0.006
V76698,CC3,0.0538,0.001,0.001,0.001,0.204,0.008,0.004,0.01
V76703,CC2,0.13,0.001,0.001,0.022,1.3,0.014,0.004,0.23
V76706,CC2,0.14,0.005,0.001,0.025,1.35,0.014,0.004,0.284
V78815,CC3,0.044,0.001,0.0,0.0,0.21,0.024,0.009,0.008
V78813,CC2,0.056,0.002,0.0,0.0,0.41,0.016,0.008,0.007
V78812,CC1,0.002,0.001,0.057,0.001,0.087,0.02,0.007,0.005
V77712,CC3,0.0514,0.001,0.001,0.001,0.253,0.019,0.007,0.007
V77961,CC2,0.17,0.001,0.001,0.001,0.832,0.015,0.005,0.012
V77972,CC3,0.05,0.001,0.0,0.0,0.471,0.027,0.008,0.06
V78005,CC1,0.0018,0.001,0.055,0.001,0.08,0.008,0.006,0.005
V78026,CC2,0.13,0.065,0.001,0.001,1.31,0.019,0.005,0.308
V78029,CC3,0.045,0.001,0.001,0.001,0.47,0.032,0.004,0.115
V78034,CC1,0.0018,0.001,0.051,0.001,0.077,0.011,0.007,0.005
V78036,CC3,0.053,0.001,0.001,0.001,0.49,0.033,0.005,0.079
V78071,CC1,0.0025,0.001,0.055,0.001,0.656,0.041,0.007,0.006
V78081,CC3,0.057,0.001,0.001,0.001,0.34,0.022,0.006,0.006
V79190,CC2,0.084,0.003,0.001,0.032,0.803,0.019,0.008,0.018
V79451,CC2,0.087,0.003,0.003,0.0,0.352,0.087,0.004,0.394
V79454,CC1,0.0016,0.001,0.059,0.001,0.074,0.012,0.007,0.004
V79462,CC3,0.04,0.001,0.0,0.0,0.204,0.017,0.004,0.011
V79524,CC1,0.0025,0.001,0.042,0.014,0.128,0.031,0.008,0.004
V80518,CC3,0.046,0.001,0.001,0.001,0.189,0.018,0.004,0.006
V80517,CC2,0.056,0.001,0.001,0.001,0.435,0.011,0.005,0.01
V79715,CC1,0.002,0.001,0.057,0.001,0.076,0.013,0.007,0.006
V79712,CC3,0.07,0.002,0.0,0.0,0.354,0.016,0.003,0.033
V79744,CC3,0.07,0.001,0.001,0.001,0.2,0.014,0.005,0.01
