CAST_ID,SOURCE,CARBON,VANADIUM,TITANIUM,NIOBIUM,MANGANESE,PHOSPHORUS,SULPHUR,SILICON
V76175,CC3,0.032,0.001,0.0,0.0,0.179,0.022,0.007,0.007
V76176,CC2,0.048,0.004,0.018,0.011,0.738,0.026,0.005,0.067
V76177,CC2,0.045,0.004,0.016,0.01,0.774,0.019,0.005,0.058
V76218,CC3,0.038,0.001,0.0,0.0,0.21,0.019,0.007,0.006
V76238,CC3,0.046,0.001,0.0,0.0,0.19,0.01,0.006,0.004
V76240,CC3,0.082,0.001,0.0,0.0,0.171,0.016,0.007,0.006
V76255,CC3,0.045,0.001,0.001,0.001,0.19,0.013,0.006,0.01
V76258,CC2,0.07,0.004,0.02,0.032,0.8,0.012,0.007,0.011
V76257,CC3,0.042,0.001,0.0,0.0,0.2,0.018,0.004,0.009
V76259,CC3,0.05,0.001,0.001,0.001,0.185,0.013,0.004,0.009
V76260,CC2,0.08,0.001,0.02,0.032,0.83,0.017,0.003,0.012
V76265,CC2,0.087,0.001,0.02,0.031,0.827,0.019,0.01,0.01
V76791,CC1,0.0019,0.001,0.057,0.001,0.076,0.012,0.007,0.006
V76793,CC3,0.057,0.001,0.0,0.0,0.209,0.011,0.007,0.008
V76795,CC1,0.0022,0.001,0.055,0.001,0.076,0.016,0.005,0.004
V76794,CC3,0.054,0.001,0.0,0.0,0.208,0.022,0.005,0.008
V76798,CC1,0.0017,0.001,0.058,0.001,0.094,0.014,0.006,0.005
V76797,CC2,0.76,0.003,0.0,0.0,0.685,0.023,0.004,0.208
V76801,CC1,0.002,0.001,0.057,0.001,0.092,0.011,0.007,0.006
V76800,CC3,0.055,0.001,0.0,0.0,0.23,0.016,0.009,0.015
V76184,CC3,0.036,0.001,0.0,0.0,0.199,0.011,0.005,0.006
V76292,CC3,0.045,0.001,0.0,0.0,0.2,0.023,0.007,0.008
V76291,CC2,0.07,0.004,0.027,0.031,0.849,0.012,0.007,0.009
V76295,CC3,0.046,0.001,0.0,0.0,0.189,0.017,0.012,0.007
V76300,CC3,0.038,0.001,0.0,0.0,0.221,0.014,0.007,0.007
V76320,CC2,0.05,0.001,0.001,0.001,0.48,0.032,0.005,0.073
V76322,CC3,0.064,0.002,0.0,0.0,0.5,0.032,0.004,0.065
V76352,CC3,0.059,0.001,0.0,0.0,0.177,0.015,0.009,0.005
V76355,CC3,0.04,0.002,0.0,0.0,0.243,0.015,0.003,0.009
V76358,CC3,0.055,0.001,0.0,0.0,0.211,0.009,0.007,0.005
V76360,CC2,0.052,0.002,0.0,0.0,0.411,0.016,0.004,0.011
V76363,CC2,0.07,0.005,0.035,0.0,0.936,0.014,0.004,0.088
V76389,CC3,0.032,0.001,0.0,0.0,0.18,0.016,0.005,0.018
V76397,CC2,0.047,0.001,0.001,0.013,0.62,0.025,0.004,0.092
V76395,CC3,0.039,0.001,0.0,0.0,0.202,0.022,0.007,0.009
V76399,CC2,0.047,0.001,0.001,0.009,0.645,0.026,0.003,0.078
V74205,CC3,0.048,0.002,0.0,0.0,0.269,0.021,0.011,0.013
V74203,CC1,0.0022,0.001,0.055,0.001,0.089,0.016,0.007,0.005
V76734,CC1,0.0019,0.001,0.035,0.013,0.08,0.013,0.006,0.005
V76736,CC1,0.0018,0.001,0.034,0.014,0.065,0.01,0.008,0.005
V76739,CC2,0.064,0.002,0.0,0.0,0.468,0.012,0.011,0.016
V76737,CC1,0.0019,0.001,0.03,0.012,0.071,0.009,0.007,0.005
V76741,CC1,0.002,0.001,0.033,0.014,0.086,0.014,0.007,0.005
V76738,CC2,0.059,0.002,0.0,0.0,0.437,0.014,0.011,0.017
V76750,CC1,0.0024,0.001,0.056,0.001,0.086,0.012,0.005,0.005
V76901,CC1,0.0017,0.001,0.057,0.001,0.091,0.013,0.005,0.006
V76900,CC3,0.045,0.001,0.001,0.001,0.21,0.016,0.004,0.016
V76904,CC1,0.0016,0.001,0.055,0.001,0.091,0.011,0.006,0.005
V76909,CC1,0.0017,0.001,0.059,0.001,0.075,0.019,0.006,0.006
V76910,CC1,0.0016,0.001,0.061,0.001,0.077,0.011,0.007,0.004
V76918,CC3,0.028,0.003,0.0,0.0,0.2,0.009,0.007,0.007
V77009,CC2,0.05,0.001,0.001,0.001,0.483,0.022,0.01,0.013
V77008,CC1,0.0016,0.001,0.062,0.001,0.073,0.011,0.007,0.006
V77010,CC1,0.0017,0.001,0.06,0.001,0.077,0.009,0.005,0.005
V77014,CC2,0.052,0.001,0.001,0.001,0.363,0.023,0.009,0.02
V77031,CC3,0.054,0.001,0.0,0.0,0.21,0.013,0.003,0.009
V77037,CC3,0.053,0.001,0.001,0.001,0.213,0.014,0.004,0.006
V77035,CC2,0.058,0.001,0.001,0.001,0.413,0.016,0.005,0.006
V77041,CC3,0.056,0.002,0.0,0.0,0.204,0.009,0.004,0.006
V77043,CC2,0.079,0.003,0.0,0.0,0.941,0.016,0.003,0.062
V77045,CC1,0.0019,0.001,0.058,0.001,0.101,0.017,0.006,0.007
V75744,CC3,0.045,0.001,0.001,0.0,0.214,0.013,0.003,0.016
V75743,CC2,0.14,0.001,0.001,0.0,0.876,0.035,0.003,0.027
V75747,CC2,0.051,0.001,0.017,0.0,0.386,0.02,0.004,0.012
V75745,CC3,0.057,0.001,0.0,0.0,0.226,0.014,0.004,0.015
V76070,CC2,0.051,0.001,0.018,0.008,0.721,0.018,0.005,0.062
V76092,CC2,0.14,0.003,0.001,0.012,0.911,0.026,0.004,0.155
V76090,CC3,0.031,0.001,0.0,0.0,0.194,0.015,0.004,0.008
V76093,CC3,0.036,0.001,0.0,0.0,0.194,0.016,0.008,0.008
V76094,CC2,0.14,0.003,0.001,0.014,0.896,0.02,0.004,0.129
V76095,CC3,0.043,0.001,0.0,0.0,0.202,0.012,0.009,0.008
V76324,CC2,0.06,0.001,0.0,0.0,0.332,0.014,0.006,0.008
V76769,CC1,0.002,0.001,0.059,0.001,0.095,0.013,0.006,0.004
V76771,CC3,0.041,0.001,0.0,0.0,0.246,0.016,0.007,0.008
V76809,CC3,0.045,0.001,0.0,0.0,0.227,0.02,0.01,0.012
V76810,CC2,0.89,0.001,0.001,0.002,1.033,0.01,0.003,0.355
V74452,CC2,0.14,0.003,0.0,0.0,0.752,0.02,0.005,0.053
V74451,CC1,0.0018,0.001,0.033,0.013,0.08,0.018,0.005,0.004
V74455,CC3,0.03,0.001,0.001,0.001,0.26,0.014,0.007,0.01
V74466,CC2,0.17,0.001,0.001,0.001,0.833,0.016,0.006,0.015
V74464,CC3,0.04,0.001,0.001,0.001,0.21,0.022,0.007,0.011
V74465,CC2,0.18,0.001,0.001,0.001,0.816,0.023,0.007,0.011
V74468,CC1,0.0018,0.001,0.055,0.001,0.086,0.018,0.007,0.003
V74469,CC2,0.14,0.001,0.012,0.018,1.062,0.027,0.006,0.011
V74470,CC3,0.036,0.001,0.001,0.001,0.245,0.017,0.005,0.012
V74681,CC1,0.0028,0.001,0.06,0.016,0.536,0.033,0.008,0.007
V74718,CC3,0.045,0.001,0.0,0.0,0.229,0.026,0.011,0.009
V74717,CC2,0.084,0.001,0.0,0.007,1.032,0.023,0.007,0.009
V74720,CC3,0.041,0.001,0.0,0.0,0.223,0.019,0.008,0.007
V74727,CC3,0.054,0.001,0.0,0.0,0.245,0.012,0.01,0.011
V74728,CC1,0.062,0.001,0.0,0.0,0.326,0.016,0.008,0.007
V74733,CC1,0.063,0.003,0.0,0.0,0.327,0.013,0.005,0.01
V74755,CC3,0.055,0.001,0.0,0.0,0.356,0.013,0.004,0.009
V74762,CC3,0.056,0.001,0.0,0.0,0.371,0.022,0.005,0.009
V74766,CC3,0.051,0.001,0.0,0.0,0.33,0.018,0.004,0.008
V74777,CC3,0.053,0.001,0.001,0.001,0.451,0.018,0.005,0.006
V76824,CC3,0.058,0.001,0.0,0.0,0.185,0.012,0.006,0.008
V76826,CC1,0.051,0.001,0.001,0.0,0.279,0.012,0.005,0.007
V76823,CC2,0.77,0.003,0.0,0.0,0.641,0.015,0.005,0.174
V76836,CC1,0.002,0.001,0.057,0.001,0.082,0.011,0.006,0.004
V76845,CC2,0.036,0.001,0.001,0.001,0.168,0.016,0.007,0.009
V76972,CC3,0.058,0.003,0.0,0.0,0.208,0.008,0.01,0.006
V76979,CC3,0.0473,0.001,0.001,0.001,0.238,0.015,0.008,0.009
V76981,CC3,0.06,0.002,0.0,0.0,0.205,0.011,0.004,0.006
V76993,CC3,0.039,0.002,0.0,0.0,0.182,0.02,0.004,0.008
V76992,CC1,0.0019,0.001,0.05,0.001,0.085,0.012,0.007,0.008
V77005,CC3,0.042,0.001,0.001,0.001,0.195,0.012,0.007,0.01
V77006,CC1,0.0014,0.001,0.06,0.001,0.086,0.015,0.006,0.004
V76406,CC2,0.047,0.001,0.001,0.009,0.651,0.018,0.005,0.063
V76407,CC3,0.032,0.001,0.001,0.001,0.184,0.011,0.008,0.01
V76409,CC3,0.037,0.001,0.0,0.0,0.224,0.015,0.01,0.008
V76410,CC2,0.045,0.003,0.001,0.011,0.652,0.024,0.005,0.077
V76412,CC2,0.05,0.002,0.0,0.0,0.431,0.011,0.01,0.049
V76418,CC3,0.044,0.001,0.0,0.0,0.197,0.014,0.009,0.018
V76432,CC2,0.039,0.001,0.0,0.0,0.216,0.012,0.008,0.007
V76485,CC2,0.05,0.001,0.0,0.0,0.323,0.017,0.005,0.007
V76497,CC3,0.039,0.001,0.0,0.0,0.229,0.009,0.005,0.009
V76496,CC3,0.044,0.001,0.001,0.001,0.16,0.015,0.003,0.012
V76570,CC1,0.055,0.003,0.0,0.0,0.259,0.02,0.008,0.006
V76585,CC3,0.053,0.001,0.0,0.0,0.213,0.011,0.005,0.006
V76589,CC2,0.056,0.001,0.0,0.0,0.333,0.013,0.005,0.01
V76586,CC1,0.0022,0.001,0.045,0.014,0.145,0.03,0.004,0.006
V76628,CC3,0.05,0.001,0.001,0.001,0.199,0.02,0.008,0.006
V76631,CC3,0.066,0.001,0.001,0.001,0.184,0.011,0.004,0.004
V76633,CC1,0.0016,0.001,0.032,0.013,0.068,0.011,0.006,0.005
V76638,CC3,0.043,0.003,0.0,0.0,0.212,0.015,0.005,0.013
V76637,CC1,0.0018,0.001,0.033,0.012,0.073,0.01,0.006,0.005
V76662,CC3,0.048,0.001,0.0,0.0,0.165,0.012,0.01,0.006
V76668,CC2,0.051,0.001,0.001,0.001,0.4,0.017,0.007,0.01
V76671,CC2,0.056,0.001,0.001,0.001,0.419,0.018,0.006,0.009
V76669,CC1,0.0018,0.001,0.033,0.012,0.078,0.015,0.006,0.005
V76724,CC2,0.08,0.001,0.001,0.007,1.03,0.017,0.005,0.014
V76730,CC2,0.06,0.001,0.001,0.001,0.418,0.013,0.005,0.015
V74534,CC2,0.0734,0.001,0.001,0.009,0.534,0.025,0.009,0.014
V74546,CC2,0.045,0.006,0.0,0.019,1.415,0.019,0.007,0.008
V74548,CC1,0.0017,0.001,0.059,0.001,0.094,0.013,0.007,0.005
V74713,CC3,0.051,0.001,0.0,0.0,0.202,0.007,0.007,0.005
V74730,CC3,0.049,0.001,0.0,0.0,0.2,0.012,0.007,0.006
V74784,CC3,0.075,0.001,0.001,0.001,0.439,0.013,0.008,0.006
V74781,CC1,0.0025,0.001,0.042,0.001,0.437,0.05,0.008,0.005
V74810,CC2,0.0666,0.001,0.001,0.001,0.469,0.031,0.005,0.087
V74832,CC3,0.036,0.001,0.0,0.0,0.185,0.011,0.006,0.006
V74845,CC3,0.034,0.001,0.0,0.0,0.173,0.02,0.01,0.005
V74930,CC1,0.0021,0.001,0.054,0.001,0.077,0.014,0.009,0.005
V74931,CC2,0.11,0.002,0.0,0.0,0.432,0.02,0.005,0.013
V74929,CC3,0.04,0.001,0.0,0.0,0.216,0.013,0.009,0.005
V74952,CC3,0.0352,0.001,0.001,0.001,0.175,0.025,0.008,0.007
V74953,CC1,0.03,0.001,0.001,0.001,0.18,0.014,0.007,0.009
V74957,CC3,0.0378,0.001,0.001,0.001,0.21,0.018,0.006,0.008
V74961,CC1,0.06,0.001,0.001,0.001,0.205,0.018,0.006,0.01
V74959,CC2,0.105,0.001,0.001,0.001,0.427,0.017,0.006,0.007
V75122,CC2,0.05,0.001,0.001,0.001,0.425,0.015,0.009,0.008
V75117,CC1,0.0016,0.001,0.056,0.001,0.076,0.012,0.007,0.006
V75338,CC3,0.039,0.001,0.0,0.0,0.209,0.014,0.009,0.008
V75341,CC2,0.083,0.001,0.001,0.008,1.01,0.019,0.006,0.011
V75591,CC1,0.0406,0.001,0.001,0.001,0.205,0.02,0.003,0.007
V75598,CC2,0.0977,0.001,0.001,0.005,1.009,0.015,0.005,0.008
V75601,CC3,0.0407,0.001,0.001,0.001,0.175,0.017,0.005,0.007
V75603,CC1,0.037,0.002,0.0,0.0,0.243,0.024,0.004,0.011
V75619,CC1,0.05,0.003,0.0,0.0,0.214,0.026,0.003,0.005
V75624,CC2,0.087,0.033,0.0,0.0,0.648,0.014,0.007,0.007
V75629,CC1,0.035,0.001,0.001,0.001,0.193,0.028,0.008,0.006
V75633,CC1,0.058,0.003,0.0,0.0,0.211,0.019,0.007,0.006
V75630,CC3,0.043,0.002,0.0,0.0,0.397,0.026,0.008,0.01
V75634,CC3,0.053,0.001,0.0,0.0,0.387,0.021,0.008,0.008
V75646,CC3,0.041,0.001,0.001,0.001,0.39,0.018,0.01,0.012
V75693,CC2,0.061,0.001,0.001,0.02,0.806,0.011,0.005,0.007
V75694,CC1,0.0017,0.001,0.055,0.001,0.08,0.011,0.006,0.006
V75695,CC3,0.055,0.001,0.001,0.001,0.258,0.016,0.005,0.008
V75750,CC2,0.048,0.001,0.015,0.0,0.389,0.011,0.007,0.006
V75847,CC3,0.034,0.001,0.001,0.001,0.177,0.018,0.005,0.014
V75853,CC1,0.0016,0.001,0.054,0.001,0.076,0.012,0.006,0.005
V75857,CC3,0.027,0.001,0.0,0.0,0.193,0.032,0.008,0.007
V75872,CC3,0.039,0.001,0.0,0.0,0.234,0.012,0.005,0.007
V75873,CC2,0.08,0.001,0.001,0.031,0.812,0.019,0.005,0.018
V75886,CC1,0.0018,0.001,0.059,0.001,0.084,0.012,0.006,0.004
V75887,CC3,0.052,0.001,0.0,0.0,0.223,0.007,0.004,0.004
V75884,CC2,0.067,0.003,0.0,0.0,0.324,0.012,0.004,0.017
V75972,CC3,0.042,0.001,0.0,0.0,0.227,0.014,0.009,0.006
V75974,CC3,0.041,0.001,0.0,0.0,0.222,0.021,0.007,0.006
V75993,CC2,0.043,0.001,0.013,0.0,0.384,0.013,0.007,0.011
V75995,CC1,0.058,0.001,0.0,0.0,0.235,0.017,0.007,0.007
V76004,CC1,0.037,0.001,0.0,0.0,0.181,0.021,0.007,0.004
V76007,CC2,0.0538,0.001,0.02,0.006,0.709,0.017,0.009,0.069
V76086,CC2,0.29,0.005,0.004,0.0,1.275,0.023,0.004,0.292
V76134,CC3,0.047,0.001,0.0,0.0,0.2,0.017,0.008,0.009
V76135,CC2,0.059,0.001,0.021,0.01,0.756,0.017,0.003,0.1
V76147,CC3,0.0431,0.001,0.001,0.001,0.184,0.009,0.006,0.008
V76146,CC2,0.0494,0.001,0.021,0.009,0.731,0.02,0.005,0.084
V76148,CC2,0.05,0.001,0.019,0.01,0.722,0.02,0.003,0.082
V76075,CC3,0.037,0.001,0.0,0.0,0.487,0.017,0.007,0.012
V76150,CC2,0.052,0.004,0.018,0.01,0.736,0.022,0.005,0.077
V76151,CC3,0.043,0.001,0.0,0.0,0.163,0.012,0.009,0.006
V76155,CC2,0.049,0.005,0.018,0.01,0.751,0.037,0.004,0.08
V76187,CC3,0.047,0.001,0.001,0.0,0.225,0.017,0.001,0.019
V76202,CC3,0.036,0.001,0.0,0.0,0.19,0.018,0.004,0.008
V76203,CC2,0.05,0.004,0.021,0.009,0.782,0.016,0.006,0.063
V76205,CC2,0.06,0.003,0.018,0.009,0.737,0.022,0.003,0.091
V76251,CC3,0.044,0.001,0.0,0.0,0.185,0.013,0.004,0.008
V76279,CC3,0.066,0.001,0.001,0.001,0.21,0.014,0.008,0.007
V76280,CC3,0.05,0.001,0.001,0.001,0.243,0.013,0.008,0.005
V76288,CC3,0.045,0.001,0.0,0.0,0.22,0.013,0.005,0.006
V76297,CC2,0.14,0.065,0.003,0.001,1.342,0.02,0.006,0.24
V76299,CC2,0.13,0.067,0.001,0.0,1.276,0.014,0.006,0.307
V76309,CC3,0.041,0.001,0.0,0.0,0.18,0.013,0.008,0.006
V76323,CC3,0.068,0.002,0.0,0.0,0.487,0.027,0.007,0.078
V76340,CC2,0.048,0.001,0.001,0.001,0.41,0.016,0.006,0.006
V76338,CC3,0.032,0.001,0.001,0.001,0.22,0.013,0.008,0.009
V76342,CC2,0.049,0.001,0.001,0.001,0.427,0.011,0.01,0.007
V76361,CC3,0.06,0.001,0.0,0.0,0.209,0.013,0.007,0.007
V76489,CC2,0.045,0.001,0.001,0.001,0.314,0.013,0.007,0.006
V76551,CC1,0.075,0.001,0.0,0.0,0.214,0.014,0.01,0.009
V76547,CC2,0.058,0.001,0.0,0.0,0.34,0.013,0.007,0.008
V76549,CC3,0.048,0.001,0.0,0.0,0.192,0.011,0.007,0.006
V76560,CC2,0.054,0.001,0.0,0.0,0.317,0.02,0.009,0.007
V76622,CC3,0.049,0.001,0.0,0.0,0.2,0.013,0.012,0.006
V76653,CC2,0.056,0.002,0.0,0.0,0.428,0.014,0.005,0.01
V76654,CC1,0.0024,0.001,0.036,0.013,0.073,0.012,0.005,0.006
V76652,CC3,0.048,0.001,0.001,0.0,0.201,0.017,0.005,0.011
V76670,CC3,0.048,0.001,0.001,0.001,0.219,0.022,0.004,0.008
V76674,CC2,0.069,0.001,0.001,0.001,0.439,0.013,0.007,0.008
V76673,CC1,0.0017,0.001,0.031,0.013,0.079,0.014,0.005,0.003
V76675,CC3,0.047,0.001,0.001,0.001,0.183,0.019,0.004,0.011
V76679,CC2,0.06,0.001,0.001,0.001,0.452,0.012,0.005,0.009
V76686,CC2,0.058,0.002,0.001,0.0,0.42,0.012,0.007,0.008
V76690,CC1,0.002,0.001,0.033,0.012,0.077,0.015,0.005,0.006
V76689,CC3,0.057,0.003,0.0,0.0,0.22,0.013,0.005,0.007
V76692,CC3,0.051,0.003,0.0,0.0,0.214,0.022,0.003,0.01
V76702,CC1,0.0019,0.001,0.06,0.001,0.091,0.014,0.006,0.004
V76701,CC3,0.0465,0.001,0.001,0.001,0.195,0.018,0.005,0.01
V76704,CC1,0.002,0.001,0.053,0.001,0.094,0.013,0.006,0.006
V76705,CC3,0.0445,0.001,0.001,0.001,0.198,0.011,0.009,0.012
V76704,CC1,0.002,0.001,0.053,0.001,0.094,0.013,0.006,0.005
V76713,CC1,0.002,0.001,0.059,0.001,0.076,0.009,0.006,0.005
V76714,CC2,0.15,0.001,0.001,0.024,1.321,0.017,0.005,0.279
V76715,CC2,0.15,0.001,0.013,0.02,0.984,0.012,0.005,0.023
V76719,CC1,0.0019,0.001,0.062,0.001,0.076,0.008,0.005,0.004
V76722,CC1,0.0022,0.001,0.059,0.001,0.094,0.012,0.006,0.005
V76723,CC1,0.0017,0.001,0.061,0.001,0.092,0.016,0.008,0.005
V76767,CC1,0.0021,0.001,0.059,0.001,0.087,0.012,0.008,0.005
V76765,CC2,0.05,0.001,0.001,0.001,0.42,0.014,0.005,0.013
V76786,CC1,0.0018,0.001,0.062,0.001,0.073,0.008,0.006,0.006
V76787,CC3,0.048,0.001,0.001,0.001,0.2,0.018,0.01,0.006
V74843,CC2,0.056,0.002,0.0,0.0,0.475,0.026,0.008,0.011
V74858,CC3,0.063,0.001,0.001,0.0,0.218,0.013,0.003,0.012
V74878,CC2,0.1029,0.001,0.001,0.008,1.073,0.025,0.004,0.013
V74879,CC1,0.0017,0.001,0.054,0.001,0.067,0.012,0.005,0.004
V74881,CC3,0.054,0.001,0.001,0.0,0.188,0.014,0.006,0.008
V74880,CC2,0.083,0.001,0.0,0.007,1.039,0.015,0.005,0.013
V74913,CC3,0.068,0.001,0.0,0.0,0.224,0.015,0.006,0.009
V74917,CC2,0.099,0.002,0.0,0.0,0.457,0.02,0.005,0.009
V74925,CC1,0.0018,0.001,0.053,0.001,0.079,0.011,0.008,0.005
V74934,CC3,0.051,0.002,0.0,0.0,0.165,0.008,0.004,0.007
V74940,CC2,0.11,0.001,0.001,0.001,0.45,0.017,0.005,0.007
V74943,CC3,0.04,0.001,0.0,0.0,0.153,0.012,0.007,0.006
V75104,CC1,0.0034,0.001,0.055,0.001,0.084,0.014,0.006,0.005
V75109,CC1,0.0019,0.001,0.055,0.001,0.083,0.014,0.006,0.007
V75125,CC1,0.0027,0.001,0.056,0.001,0.071,0.009,0.007,0.004
V75336,CC2,0.076,0.004,0.0,0.011,1.028,0.016,0.006,0.015
V75339,CC1,0.0022,0.001,0.054,0.001,0.075,0.014,0.006,0.005
V75344,CC3,0.041,0.001,0.001,0.001,0.165,0.016,0.007,0.006
V75345,CC2,0.086,0.035,0.001,0.001,0.64,0.017,0.006,0.01
V75552,CC3,0.041,0.001,0.0,0.0,0.199,0.015,0.005,0.006
V75610,CC2,0.14,0.004,0.013,0.022,1.061,0.015,0.003,0.019
V75613,CC2,0.12,0.005,0.014,0.029,1.097,0.022,0.003,0.045
V74281,CC3,0.051,0.001,0.0,0.006,0.396,0.014,0.006,0.008
V74285,CC3,0.061,0.001,0.0,0.007,0.385,0.018,0.005,0.009
V74287,CC3,0.053,0.003,0.001,0.0,0.368,0.02,0.005,0.014
V74699,CC3,0.046,0.001,0.0,0.0,0.224,0.014,0.017,0.009
V74716,CC1,0.052,0.003,0.0,0.0,0.36,0.012,0.01,0.007
V74714,CC2,0.086,0.004,0.0,0.008,1.058,0.026,0.008,0.009
V74721,CC1,0.038,0.003,0.0,0.0,0.285,0.011,0.007,0.006
V74724,CC1,0.067,0.003,0.0,0.0,0.309,0.023,0.009,0.01
V74802,CC2,0.05,0.001,0.0,0.0,0.278,0.027,0.003,0.015
V74809,CC1,0.0019,0.001,0.058,0.001,0.075,0.015,0.005,0.006
V75185,CC1,0.0021,0.001,0.036,0.015,0.083,0.013,0.008,0.005
V75189,CC2,0.0857,0.001,0.001,0.001,1.587,0.029,0.005,0.009
V75193,CC2,0.084,0.001,0.001,0.001,1.43,0.013,0.005,0.017
V75213,CC1,0.0017,0.001,0.053,0.001,0.664,0.038,0.007,0.006
V75254,CC3,0.047,0.001,0.0,0.0,0.233,0.02,0.004,0.008
V75255,CC3,0.046,0.001,0.001,0.001,0.192,0.016,0.009,0.007
V75294,CC3,0.046,0.001,0.0,0.0,0.205,0.024,0.007,0.01
V75317,CC1,0.0019,0.001,0.053,0.001,0.08,0.012,0.005,0.004
V75318,CC3,0.032,0.001,0.0,0.0,0.215,0.016,0.006,0.006
V75335,CC3,0.029,0.001,0.0,0.0,0.205,0.015,0.004,0.009
V75416,CC1,0.002,0.001,0.001,0.001,0.36,0.052,0.005,0.003
V75417,CC3,0.04,0.001,0.001,0.001,0.215,0.022,0.006,0.008
V75420,CC1,0.0021,0.001,0.001,0.001,0.332,0.043,0.008,0.004
V74889,CC3,0.033,0.0,0.0,0.0,0.179,0.017,0.007,0.005
V74887,CC2,0.0884,0.001,0.001,0.008,1.157,0.017,0.005,0.012
V74893,CC1,0.0019,0.001,0.052,0.001,0.081,0.015,0.007,0.005
V74884,CC3,0.04,0.001,0.001,0.001,0.2,0.018,0.006,0.008
V74885,CC2,0.0763,0.001,0.001,0.007,1.0,0.02,0.005,0.01
V74906,CC1,0.002,0.001,0.061,0.001,0.067,0.011,0.006,0.006
V74910,CC3,0.05,0.001,0.001,0.001,0.214,0.019,0.011,0.009
V75101,CC1,0.0025,0.001,0.059,0.001,0.081,0.016,0.006,0.006
V75129,CC2,0.78,0.001,0.001,0.001,0.6,0.027,0.005,0.215
V75130,CC1,0.0016,0.001,0.055,0.001,0.076,0.013,0.008,0.004
V75431,CC3,0.066,0.001,0.0,0.0,0.234,0.012,0.006,0.006
V75428,CC1,0.0021,0.001,0.053,0.001,0.091,0.017,0.006,0.007
V75452,CC2,0.052,0.002,0.0,0.0,0.421,0.02,0.004,0.008
V75463,CC3,0.05,0.001,0.001,0.001,0.21,0.015,0.004,0.005
V75477,CC2,0.06,0.001,0.001,0.001,0.46,0.019,0.004,0.008
V75483,CC3,0.037,0.001,0.0,0.0,0.189,0.015,0.005,0.006
V75486,CC2,0.06,0.002,0.0,0.0,0.421,0.021,0.004,0.012
V75489,CC3,0.043,0.001,0.001,0.001,0.17,0.012,0.007,0.005
V75490,CC1,0.0018,0.001,0.034,0.012,0.086,0.01,0.008,0.003
V75491,CC3,0.038,0.001,0.001,0.001,0.2,0.011,0.005,0.007
V74754,CC2,0.023,0.001,0.001,0.001,0.16,0.039,0.007,0.008
V74753,CC1,0.0024,0.001,0.055,0.001,0.74,0.046,0.006,0.006
V74750,CC2,0.035,0.001,0.001,0.001,0.2,0.027,0.005,0.006
V74759,CC2,0.034,0.001,0.001,0.001,0.219,0.017,0.005,0.01
V74760,CC1,0.0016,0.001,0.054,0.001,0.674,0.036,0.007,0.006
V74758,CC2,0.038,0.001,0.0,0.0,0.19,0.023,0.004,0.009
V74756,CC3,0.075,0.001,0.0,0.0,0.33,0.02,0.005,0.009
V74895,CC3,0.035,0.001,0.0,0.0,0.17,0.011,0.005,0.008
V74898,CC3,0.0365,0.001,0.001,0.001,0.185,0.017,0.005,0.009
V76266,CC3,0.06,0.001,0.0,0.0,0.199,0.018,0.014,0.005
V76281,CC2,0.088,0.001,0.03,0.033,0.864,0.02,0.005,0.012
V76285,CC3,0.044,0.001,0.0,0.0,0.224,0.026,0.016,0.009
V76282,CC2,0.072,0.001,0.022,0.034,0.82,0.016,0.005,0.014
V76283,CC3,0.054,0.001,0.001,0.001,0.259,0.007,0.005,0.008
V76289,CC2,0.076,0.001,0.024,0.037,0.832,0.023,0.005,0.014
V76294,CC2,0.077,0.004,0.027,0.03,0.869,0.02,0.005,0.009
V76304,CC2,0.14,0.07,0.001,0.0,1.289,0.019,0.004,0.25
V75733,CC1,0.0017,0.001,0.062,0.001,0.08,0.013,0.006,0.004
V75735,CC3,0.046,0.001,0.0,0.0,0.321,0.014,0.004,0.01
V75771,CC2,0.048,0.001,0.001,0.011,0.655,0.027,0.003,0.066
V74788,CC2,0.0433,0.001,0.001,0.001,0.184,0.015,0.007,0.006
V74789,CC1,0.0019,0.001,0.039,0.001,0.402,0.045,0.007,0.006
V74790,CC2,0.042,0.001,0.0,0.0,0.165,0.02,0.008,0.005
V74791,CC1,0.0022,0.001,0.053,0.001,0.091,0.018,0.007,0.005
V74800,CC1,0.0018,0.001,0.057,0.001,0.077,0.017,0.007,0.004
V74799,CC3,0.051,0.001,0.0,0.0,0.223,0.011,0.008,0.01
V75505,CC1,0.0016,0.001,0.033,0.012,0.073,0.013,0.007,0.004
V75526,CC3,0.039,0.001,0.0,0.0,0.25,0.014,0.005,0.008
V75527,CC2,0.03,0.001,0.0,0.0,0.194,0.013,0.007,0.01
V75531,CC3,0.044,0.001,0.0,0.0,0.196,0.02,0.007,0.007
V75533,CC3,0.036,0.001,0.0,0.0,0.232,0.013,0.006,0.008
V75566,CC1,0.043,0.001,0.001,0.001,0.22,0.012,0.006,0.006
V75560,CC2,0.056,0.001,0.001,0.001,0.419,0.018,0.005,0.008
V75565,CC3,0.033,0.001,0.001,0.001,0.225,0.02,0.007,0.01
V75586,CC2,0.065,0.003,0.0,0.007,1.037,0.018,0.006,0.01
V74823,CC3,0.045,0.001,0.001,0.001,0.462,0.031,0.007,0.075
V74830,CC2,0.058,0.001,0.001,0.0,0.485,0.032,0.004,0.086
V74831,CC1,0.0018,0.001,0.059,0.001,0.084,0.014,0.007,0.005
